factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factory_location_in_city,factory_location_in_town,year_of_establishment,factory_status
"Map Knitwear Ltd.",Knit,5,120,80,100000,"T-Shirts ,Polo Shirts","House # 2, Road # 1, Block # A, West Vatara, Dhaka, Gulshan",Dhaka,Gulshan,2015,Clean
"Marigold Knittex Ltd.",Woven,1,4,387,1612000,"Shirt ,Pant ,Jacket ,T-Shirt","Akran, Birulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2022,Clean
"Marina Apparels Ltd.",Woven,5,1750,500,408000,"Jackets ,T-Shirts ,Pants","Plot # 746, Edrakpur, Narayanganj, Fatullah",Narayanganj,Fatullah,2002,Clean
"Maritime Bags Ltd.",Woven,5,460,266,125000,"Children Wears ,Pants ,Tops","37, Hemayetpur, Dhaka, Savar",Dhaka,Savar,1993,Clean
"Mark 2000 Ltd.",Woven,5,377,359,8500,"Mens Pant ,Boys Pant ,Ladies Pant ,Jacket","Plot # 12 & 13, Dhaka, Dhaka",Dhaka,Dhaka,2000,Clean
"Mark Designers Ltd.",Woven,5,728,231,100000,"Jackets ,Pants","Plot # 22, Road # 4, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,1996,Clean
"Mark Fashion Wear (Pvt.) Ltd. (U-2)",Knit,5,480,446,130000,"Shirts ,T-Shirts ,Shorts ,Trousers","3520/A, Kalurghat Road, Chittagong, Chandgaon",Chittagong,Chandgaon,1991,Clean
"Mark Fashion Wear (Pvt). Ltd.",Knit,5,330,314,60000,"Shirts ,Ladies Blouses ,Pants ,T-Shirts","320, Old Church Compound, Chittagong, Laldighi",Chittagong,Laldighi,1985,Clean
"Mark Garments Inds. Ltd.",Woven,5,175,110,37000,"Shirts ,Pants","342, Tongi Diversion Road, Dhaka, Mogbazar",Dhaka,Mogbazar,1985,Clean
"Mark Limited",Woven,5,115,53,30000,"Shirts ,Pants ,Skirts ,Jackets","B.K. Bari, Taltoli, Mirzapur Bazar, Gazipur Sadar, Gazipur","Gazipur Sadar",Gazipur,2005,Clean
"Mark Mode Ltd.",Woven,5,750,320,188000,"Shirts ,Blouses ,Uniforms ,Skirts","20/1-A, Shataish (3rd Floor), Gazipura, Gazipur, Tongi",Gazipur,Tongi,2007,Clean
"Mark Sweater Ltd.",Sweater,5,1160,520,60000,Sweaters,"Nayapara, Gazipur, Kashimpur",Gazipur,Kashimpur,2002,Clean
"Mark Wear Ltd.",Woven,5,1108,739,17000,"Mens Pant ,Boys Pant ,Ladies Pant ,Jacket","136/9, Dakhinkhan,, dhirajram, Gazipur, Gazipur",Gazipur,Gazipur,2014,Clean
"MARMA Composite Ltd.",Knit,1,5,750,2000000,"T-Shirt ,Polo Shirt","Tongabari, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2023,Clean
"Marquee Manufacturers Ltd.",Woven,1,400,190,169000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Holding # 05, Samair, Birulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2022,Clean
"Mars Apparels Ltd.",Knit,5,950,416,70000,"Sports Bra ,Panties ,Athletic Wears","64, Nasirabad I/A, Bazid Bostami Road, Chittagong, Chittagong",Chittagong,Chittagong,1994,Clean
"MARS Design Ltd.",Woven,5,400,212,83000,"Shirts ,Pants","195/919, Purbohaty Road (Natunpara), Hemayetpur, Dhaka, Savar",Dhaka,Savar,2014,Clean
"Mars Sportswear Ltd.",Knit,5,1200,780,2000000,"Sports Bra ,Panty ,Leggins ,Tank Top","Plot # 15 & 16, Sector # 1, Chittagong, Chittagong",Chittagong,Chittagong,2011,Clean
"MARS Stitch Ltd.",Woven,5,1750,950,360000,"Jackets ,Trousers ,Bottom","1/E, Nyemuddin Mollah Road, Auchpara, Gazipur, Tongi",Gazipur,Tongi,2007,Clean
"Martin Knit-Wear Ltd.",Knit,5,800,235,60000,"T-Shirts ,Polo Shirts ,Sweat Shirts","74/75 BSCIC Hosiery Inds. Estate, Shasangaon, Narayanganj, Fatullah",Narayanganj,Fatullah,2002,Clean
"Maruhisa Pacific Co. Ltd.",Knit,5,2440,1057,9600000,"T-Shirts ,Polo Shirts ,Trousers ,Shorts","Plot # 118-121, Adamjee EPZ, Narayanganj, Siddirganj",Narayanganj,Shiddirganj,2010,Clean
"Marvelous Sweaters Ltd.",Sweater,5,180,180,45000,Sweaters,"688, Hossain Market, Gazipur, Tongi",Gazipur,Tongi,2011,Clean
"Mas Trade Int'l. Garments Ltd.",Woven,5,1390,595,90000,"Pants ,Trousers ,Shorts ,Tops","Helal Complex (4th & 5th Fl), Plot # 72, Moghar Khal, National University, Gazipur","Helal Complex (4th & 5th Fl), Plot # 72, Moghar Khal, National University",Gazipur,1992,Clean
"Masaha Knitting And Dyeing Inds. Ltd.",Knit,5,510,350,900000,"Knit Items","Plot # C173, B-181, 182, 192, BSCIC I/A, Gazipur, Tongi",Gazipur,Tongi,1998,Clean
"Masco Cottons Ltd.",Knit,5,2067,876,1200000,"T-Shirts ,Polo - Shirts","221, 225 Khartail, Shataish Road, Gazipur, Tongi",Gazipur,Tongi,2013,Clean
"Masco Exports Ltd.",Knit,5,219,15,3120000,"T-Shirts ,Polo Shirts","Baghata, Narsingdi, Palbari",Narsingdi,Palbari,2015,Clean
"Masco Inds. Ltd. (Composite Unit)",Knit,5,1451,672,8500000,"T-Shirts ,Polo Shirts ,Legging ,Tank Tops","221-223, Khartail, Sataish Road, Gazipur, Tongi",Gazipur,Tongi,2007,Clean
"Masco Industries Ltd.",Knit,5,719,300,540000,"T-Shirts ,Polo Shirts ,Tank Top ,Legging","22, Sataish Road, Gazipura, Gazipur, Tongi",Gazipur,Tongi,2000,Clean
"Mascot Apparel Ltd.",Woven,5,988,450,150000,"Shorts ,Trousers","146, Zirobo, Dewan Idris Road, Ashulia, Dhaka, Savar",Dhaka,Savar,1992,Clean
"Mascot Fashions Ltd.",Woven,5,876,426,120000,"Shirts ,Blouses","146, Zirabo (Basement, 2nd & 4th Floor), Dewan Idris Road, Yerpur, Ashulia, Dhaka, Savar",Dhaka,Savar,1990,Clean
"Mascot Garments Ltd.",Woven,5,763,425,144000,"Shorts ,Trousers","146, Zirabo (2nd Floor), Dewan Idris Road, Yearpur, Ashulia, Dhaka, Savar",Dhaka,Savar,1984,Clean
"Mascot Knits Ltd.",Knit,5,582,252,270000,"T-Shirts ,Polo Shirts ,Night Wears ,Fleece Shirts","146, Zirabo, Dewan Idris Road, Union Yarpur, Ashulia, Dhaka, Savar",Dhaka,Savar,2006,Clean
"Mascotex Ltd.",Knit,5,1560,866,11000000,"T-Shirts ,Polo Shirts ,Legging ,Tank Tops","Mannan Mansion (4th - 5th Floor), 31/32, Khartail, Sataish Road, Gazipur, Tongi",Gazipur,Tongi,2009,Clean
"Mashallah Knit Fashion",Knit,5,130,101,31200,"T-Shirts ,Polo Shirts ,Sweater","B-6,7 (Part), BSCIC Industrial Estate, Gazipur, Konabari",Gazipur,Konabari,2014,Clean
"Masihata Sweaters Ltd.",Sweater,5,0,550,0,Sweaters,"South Panishail (Opposite BKSP), Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",2003,Anomaly
"Maska Sweater Ltd.",Sweater,5,1500,1050,350000,Sweaters,"Maska Bazar, Netrakona, Kendua",Netrokona,Kendua,2012,Clean
"Masriquee Textiles Ltd.",Knit,5,250,95,130000,"T-Shirts ,Polo Shirts ,Tank Tops","Plot # S-33-34, A-110, 105, 109 (Part), BSCIC Eastate, Gazipur, Konabari",Gazipur,Konabari,2010,Clean
"Mass Fashion BD",Woven,1,1,55,78000,"Shirt ,Pant ,T-Shirt ,Trouser","Ka-147/4 D, Nayanagar, Khilkhet, Dhaka, Dhaka",Dhaka,Dhaka,2022,Clean
"Mass Fashion Ltd.",Woven,5,264,130,72000,"Shirts ,Blouses ,Infants Wears","76-77 Agrabad C/A, Chittagong, Double Mooring",Chittagong,"Double Mooring",1990,Clean
"Master Fashions Ltd.",Woven,5,480,157,70000,"Shirts ,Blouses ,Jackets","Holding # 2256, Mouza # 332, Matuail, Dhaka, Demra",Dhaka,Demra,2002,Clean
"Master Garments Ltd.",Woven,5,500,225,150000,"Shirts ,Ladies Dresses ,Trousers","Holding # 2256, Mouza # 332, Matuail, Dhaka, Demra",Dhaka,Demra,1985,Clean
"Master Knitwear Ltd.",Sweater,5,3000,3110,2400000,Sweater,"Kamarpukur, Nilphamari, Saidpur",Nilphamari,Saidpur,2014,Clean
"Mastex Industries Ltd.",Knit,5,170,140,200000,"T-Shirts ,Polo Shirts","91 Dhour, Thana Road, Dhaka, Turag",Dhaka,Turag,2014,Clean
"Masud Apparels Ltd.",Woven,5,315,135,72000,"Shirts ,Blouses ,Nightwears","H-79 Block-E, (1st floor), Int. Airport Road, Chairmanbari, Dhaka, Banani",Dhaka,Banani,1995,Clean
"Matexport (Bangladesh) Ltd.",Woven,5,790,260,50000,"Shirts ,Jackets ,Pants ,Shorts","Jarun, Gazipur, Konabari",Gazipur,Konabari,2000,Clean
"Matin Kntwears Ltd.",Knit,5,1650,600,1250000,"T-Shirts ,Polo Shirts ,Jackets","Sardaganj, Gazipur, Kashimpur",Gazipur,Kashimpur,2010,Clean
"Matrix Dresses Ltd.",Knit,5,150,150,234000,"T-Shirts ,Tank Tops","Plot # 6, Road # 27/Ka, Rupnagar I/A, Pallabi, Dhaka, Mirpur",Dhaka,Mirpur,2012,Clean
"Matrix Sweaters Ltd.",Sweater,5,4500,712,150000,"Sweaters ,Pullovers","Choidana, National University, Gazipur, Board Bazar",Gazipur,"Board Bazar",2007,Clean
"Matsuoka Apparels Ltd.",Woven,5,880,220,166600,"Shirts ,Pants ,Rampers ,Shorts","Kumkumary, Ashulia, Dhaka, Savar",Dhaka,Savar,2008,Clean
"Maurisus Intercontinental Ltd.",Knit,5,720,209,75000,"T-Shirts ,Polo Shirts ,Tank Tops","Kashimpur, Gazipur, Konabari",Gazipur,Konabari,1997,Clean
"Mavis Garments Ltd.",Knit,5,690,415,362500,"T-Shirts ,Polo Shirts ,Sweat Shirts","Shahid Rowshan Sarak, Chandana, Gazipur, Joydevpur",Gazipur,Joydebpur,1985,Clean
"Mawna Fashions Ltd.",Knit,5,480,350,1410000,"T-Shirts ,Polo Shirts ,Tank Tops","Tepir Bari, Gazipur, Sreepur",Gazipur,Sreepur,2011,Clean
"Max Sweater (BD) Ltd.",Sweater,5,1000,687,0,Sweaters,"24-26, Deghi Borabo, Tarabo, Narayanganj, Rupganj",Narayanganj,Rupganj,2002,Anomaly
"Maxbrite Ltd.",Woven,5,480,375,48000,"Shirts ,Sleeping Suits ,Pants","610/687, 687/A, East Sholoshahar, Chittagong, Bahaddarhat",Chittagong,Bahaddarhat,1992,Clean
"Maxcom International (BD) Ltd.",Woven,5,3443,2800,4965000,"Jacket ,Overall ,Shirt ,Pant","37, Hemayetpur, savar, Dhaka, Dhaka, Dhaka",Dhaka,Dhaka,2005,Clean
"Maxim Fashions Ltd.",Woven,5,480,430,60000,"Babies Wears ,Sleeping Wears ,Trousers","2098/A, South Halishahar, Chittagong, Bandar",Chittagong,Bandar,2000,Clean
"Maxim Ltd.",Woven,5,1000,500,120000,"Shirts ,Sleeping Suits ,Pants","Jahan Building # 4, 76/77, Agrabad C/A, Chittagong","Jahan Building # 4, 76/77, Agrabad C/A",Chittagong,1985,Clean
"Maya Mithu Fashion Ltd.",Knit,5,376,183,200000,"T-Shirts ,Polo Shirts","Bashaid, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2014,Clean
"Mayc`s Garments Ltd.",Woven,5,676,408,150000,"Jackets ,Pants ,Trousers ,Shorts","House # 9, Road # 1, Block - Kha, Section # 6, Dhaka, Mirpur",Dhaka,Mirpur,2001,Clean
"Mazarine Fashion",Woven,1,201,150,250000,,"434, Khaza Road, Khulgoan, Baluchora, Jalalabad, Baizid, Chittagong, Chittagong, Chittagong",Chittagong,Chittagong,2021,Clean
"Mazib Fashions Ltd.",Knit,5,298,118,375000,"TShirts ,Polo Shirts","Mizmizi, Narayanganj, Siddirgonj",Narayanganj,Shiddirganj,2014,Clean
"Mazim Fabrics Ltd.",Knit,5,252,213,300000,"T-Shirts ,Polo Shirts","103, Mohakhali C/A, Dhaka, Mohakhali",Dhaka,Mohakhali,2011,Clean
"Mazkan Jeans Ltd.",Woven,5,325,130,60000,"Shirts ,Trousers ,Skirts ,Polo Shirts","1817/4, Uttar Kattoly, Chittagong, Badamtoly",Chittagong,Badamtoly,2007,Clean
"MBA Fashion Ltd.",Knit,5,225,143,0,"Jackets ,Babies Wear ,T-Shirts","Raj Fulbaria, Dhaka, Savar",Dhaka,Savar,2000,Anomaly
"MBH Fashion",Knit,5,100,52,0,"Shirts ,Pants","Mayn Uddin Tower, 5224 South Matuyal, Dhaka, Jatrabari",Dhaka,Jatrabari,2013,Anomaly
"Mccoy Sweater Ltd.",Sweater,5,350,260,36000,Sweaters,"H.H Tower, 120/1, Khairtoil, Road # 1, Sataish Road, Gazipur, Tongi",Gazipur,Tongi,2004,Clean
"Meadow Apparel Ltd.",Woven,1,486,370,120000,"Shirts ,Pants","Plot # 3, (Holding # 371/A) Road # 4, Block # B, Industrial Plot # 2, Halishahar, Chittagong, Chittagong",Chittagong,Chittagong,2017,Clean
"Medell Apparels Ltd.",Woven,5,306,91,50000,"Shirts ,Pants","Holding # 2650/A, Kuripara, Majar, Dhaka, Uttarkhan",Dhaka,"Uttar Khan",2016,Clean
"Media Textile Inds. Ltd.",Knit,5,266,74,1000000,"T-Shirts ,Ladies Panties ,Gent Panties","755, Askarabad, D.T Road, Chittagong, Doublemooring",Chittagong,"Double Mooring",2007,Clean
"Meditex Industries Ltd.",Sweater,5,1251,1050,150000,"Sweaters ,Cardigans ,Pullovers","Plot # 912, Kashimpur Road, Gazipur, Konabari",Gazipur,Konabari,1994,Clean
"Meditex Knitwear Ltd.",Sweater,5,900,200,25000,Sweaters,"Kashimpur Road, Gazipur, Konabari",Gazipur,Konabari,2010,Clean
"Meditex Sweater Ltd.",Sweater,5,505,650,60000,Sweaters,"Plot # 1145, Kashimpur Road, Gazipur, Konabari",Gazipur,Konabari,2005,Clean
"Medlar Apparels Ltd.",Woven,5,2656,2117,700000,"Shirts ,Pants ,Jackets ,Trousers","East Narshingpur, Yearpur Union, Zirabo, Dhaka, Savar",Dhaka,Savar,2005,Clean
"Medlar Garments Ltd.",Knit,5,670,309,110000,"Shirts ,Jackets ,Drssses","Plot # 4, Darus Salam Road, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,1985,Clean
"Medona Fashions Ltd.",Woven,5,690,365,9800000,"Shirts ,Blouses ,Trousers ,Payjama","Master Bari Bus Stand, Araisho Prasad, Gazipur, Salna Bazar",Gazipur,"Salna Bazar",1992,Clean
"Meek Knit Ltd.",Knit,5,500,196,468000,"T-Shirts ,Polo Shirts ,Pants","Aziz Chowdhury Complex (4th Floor), 923 & 928, Vogra, Gazipur, Joydevpur",Gazipur,Joydebpur,2008,Clean
"Meek Sweater & Fashions Ltd.",Sweater,5,1010,25,125000,Sweater,"Vogra, Bason Sarak, National University, Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",2016,Clean
"Meek Sweater Ltd.",Sweater,5,989,750,130000,"Sweaters ,Pullovers ,Cardigans","Noor Complex, RS # 26, Aouchpara, Gazipur, Tongi",Gazipur,Tongi,2009,Clean
"Meem Fashions Ltd.",Woven,5,250,200,40000,"Pants ,Trousers ,Skirts ,Shorts","A. M. Plaza (10th Floor), 76, DIT Road, Dhaka, Malibagh",Dhaka,Malibagh,2001,Clean
"Meem Knitting Mills Ltd.",Woven,5,140,134,75000,"Shirts ,Pants","Surabari, Gazipur, Kashimpur",Gazipur,Kashimpur,2015,Clean
"Mega Denim Ltd.",Woven,1,0,0,520000,"Shirt ,Pant ,Jacket ,Trouser","B.K. Bari, Taltoli, Hotapara, Mirzapur, Gazipur, Gazipur",Gazipur,Gazipur,2016,Anomaly
"Megastar Apparels Ltd.",Woven,5,450,175,90000,"Shirts ,Jackets ,Nightwear ,Trousers","339, D.I.T Road, Dhaka, Rampura",Dhaka,Rampura,1993,Clean
"Meghna Knit Composite Ltd.","Knit Composite",1,3489,1379,1399944,"T-Shirts ,Polo Shirts ,Night Wear ,Juger","Gilarchala, Sreepur, Gazipur, Gazipur",Gazipur,Gazipur,2018,Clean
"Meher Garments Ltd.",Knit,5,330,190,550000,"MB Shirts ,Blouses ,Swim Wears ,Bottom","68/V, Sagarica Road (2nd Floor), Chittagong, Pahartoli",Chittagong,Pahartoli,1984,Clean
"Meherun Apparels Ltd.",Woven,5,150,110,36000,"Shirts ,Shortalls ,Pants ,Overalls","72/B, Malibagh Chowdhury Para, Dhaka","72/B, Malibagh Chowdhury Para,",Dhaka,1998,Clean
"Mehnaz Styles And Craft Ltd.",Woven,5,712,270,175000,"Shirts ,Ladies Blouses ,Pants ,Jackets","Industry Sl No. 56, Ward # 06Tongabari, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2011,Clean
"Mellow Fashion Ltd.",Knit,5,166,120,24000,"Jogging Suits ,Long Pants ,T-Shirts ,Polo Shirts","524, DT Road, Chittagong, Kadamtoli",Chittagong,Kadamtali,2002,Clean
"Men's Apparels Ltd.",Knit,5,400,250,70000,"Shirts ,Jackets ,Knitted Garments","1351, Aturar Depot., P.O-Amin Jute Mills, Chittagong","1351, Aturar Depot., P.O-Amin Jute Mills",Chittagong,1992,Clean
"Men's Fashion Ltd.",Woven,5,1800,1000,320000,"Shirts ,Jackets ,Swimwears ,Trousers","49 (NP) Kalurghat Heavy I/A, Chittagong, Kalurghat",Chittagong,Kalurghat,1994,Clean
"Merchants House Ltd.",Woven,5,90,40,120000,"Shirts ,Trousers ,Caps ,Jersey","A/100, BSCIC I/E, Chittagong, Kalurghat",Chittagong,Kalurghat,1995,Clean
"Meridian Fashion Wear Ltd.",Woven,5,250,167,96000,"Jackets ,Children Wears ,Trousers ,Skirts","Madhani Super Market (1st Floor), Hemayetpur Bus Stand, Dhaka, Savar",Dhaka,Savar,2002,Clean
"Meridian Fashions Ltd.",Woven,5,350,161,90000,"Shirts ,Jackets ,Trousers ,Nightwear","339, D.I.T Road, Dhaka, Rampura",Dhaka,Rampura,2001,Clean
"Meridien Apparels Ltd.",Woven,5,400,214,583000,"Shirts ,Pants","Borobari Pukurpara, Ashulia, Dhaka, Savar",Dhaka,Savar,2015,Clean
"Merim Co. Ltd.",Woven,5,4500,2500,417000,"Jackets ,Suits ,Pants ,Dress","Plot # 4-6, Sector # 6/A, Chittagong, CEPZ",Chittagong,CEPZ,2009,Clean
"Merimo Ltd.",Woven,5,2050,1250,225000,"Jackets ,Suits ,Skirts ,Pants","Plot # 25-26, Sector # 6, Chittagong, CEPZ",Chittagong,CEPZ,1994,Clean
"Merlin Knitwear Ltd.",Sweater,5,800,585,75000,"Pullovers ,Cardigans ,Jersey","Nawjor, Gazipur, Kadda Bazar",Gazipur,"Kadda Bazar",2003,Clean
"Mermaid Sweaters Ltd.",Sweater,5,400,321,0,Sweaters,"177/1, 178 South Bisail, Section # 1, Dhaka, Mirpur",Dhaka,Mirpur,2003,Anomaly
"Merry Gold Garments (Pvt.) Ltd.",Woven,5,250,150,40000,"Shirts ,Jackets ,Pants","BSCIC Industrial Estate, Chittagong, Kalurghat",Chittagong,Kalurghat,1989,Clean
"Mesh Exports House (Pvt.) Ltd.",Knit,5,700,192,240000,"Shirts ,T-Shirts ,Polo Shirts ,Tank Tops","Vogra, National University, Gazipur, Joydevpur",Gazipur,Joydebpur,2007,Clean
"Mesh Sports Wear (Pvt.) Ltd.",Knit,5,600,102,16667,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Saidana, Dagerchala Road, Gazipur, National University",Gazipur,"National University",2014,Clean
"Meshu Apparels Ltd.",Woven,5,450,220,50000,"Jackets ,Shorts ,Trousers ,Skooters","Paramount Bhaban, 215/216, Dewandigi, Chittagong, Dewanhat",Chittagong,Dewanhat,1995,Clean
"Metro Knitting & Dyeing Mills Ltd.",Knit,5,6000,1300,2650000,"T-Shirts ,Polo Shirts ,Tank Tops","Ramarbag, Kutubpur, Narayanganj, Fatullah",Narayanganj,Fatullah,2003,Clean
"Mexi-Bangla Sweater Ltd.",Sweater,5,250,150,50000,Sweaters,"Foysal Complex, Plot # P/1, Chittagong, Pahartoli",Chittagong,Pahartoli,2012,Clean
"MG Knit Flair Ltd.",Sweater,5,1100,450,72000,"Sweaters ,Cardigans ,Pullovers","31/1, Laxmipura, Chandana, Gazipur, Joydevpur",Gazipur,Joydebpur,2005,Clean
"MG Niche Flair Ltd.",Knit,5,480,200,300000,"Under Wears ,Lingeries","248, Tatki, Tarabo, Jatramura, Narayanganj, Rupgonj",Narayanganj,Rupganj,2012,Clean
"MG Niche Stitch Ltd.",Knit,5,3570,1381,660000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Plot # 3929, Dogri, Banglabazar, Gazipur, Mirzapur",Gazipur,Mirzapur,2016,Clean
"MG Shirttex Ltd.",Woven,5,600,250,120000,"Shirts ,Ladies Shirts ,Boy's Shirts","31/1, Laxmipura, Chandana, Gazipur, Joydevpur",Gazipur,Joydebpur,2005,Clean
"MHC Wears (PVT.) Ltd.",Woven,5,450,235,120000,"Jacket ,Pants ,Suitset","Holding # 122 (New), 13/1(OLD) Satais, Gazipur, B. Baria",Gazipur,"B. Baria",2013,Clean
"Miami Garments",Woven,5,400,155,72000,"Shirts ,Blouses ,Nightwears","13, Maya kanan, Dhaka, Bashaboo",Dhaka,Bashaboo,1985,Clean
"Mid Asia Fashions Ltd.",Woven,5,694,227,18000,"Shirts ,Blouses ,Pajama Sets","Inds. Plot # M- 16, Section # 14, Dhaka, Mirpur",Dhaka,Mirpur,1994,Clean
"Mid Line Sweater Ltd.",Sweater,5,550,490,40000,"Sweaters ,Pullovers ,Cardigans","Lane # 1, Road # 4, Word # 1, Baroboyka, Gazipur, Gazipur Sadar",Gazipur,"Gazipur Sadar",2011,Clean
"Mid Night Sweaters Ltd.",Sweater,5,209,169,216000,Sweater,"Kuturia, Savar Cantonment, Ashulia, Dhaka, Savar",Dhaka,Savar,2016,Clean
"Middle East Garments Ltd.",Woven,5,85,89,30000,"Jackets ,Pants ,Shortalls ,Trousers","D - 4, B - Black, BSCIC Industrial Area, Chittagong, Nasirabad",Chittagong,Nasirabad,1985,Clean
"Mifkif Apparel Ltd.",Woven,5,300,125,120000,"Jackets ,Trousers ,Vest","114/1, 114/2, Noyabari road, Sataish, Gazipur, Tongi",Gazipur,Tongi,1992,Clean
"Mika Fashion Ltd.",Woven,5,300,130,35000,"Shirts ,Swim Wears ,Ski Pants ,Jackets","Jahan Building No.1 (4th Floor), 23, Agrabad C/A, Chittagong, Agrabad",Chittagong,Agrabad,1993,Clean
"Mila Industrial Ltd.",Woven,1,218,124,200000,"Shirt ,Pant ,T-Shirt ,Polo shirt","A84/4, East Rajashon, Birulia Road, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2022,Clean
"Milaco Textile Mills (Pvt) Ltd.",Woven,5,120,89,315000,"Bath Robes ,Towels","Dharmagonj, Narayanganj, Fatullah",Narayanganj,Fatullah,2002,Clean
"Mild One Knit Composite Ltd.",Knit,5,257,200,102000,"T-Shirts ,Polo Shirts","Berulia, Ashulia, Dhaka, Savar",Dhaka,Savar,2015,Clean
"Miles Fabrics Ltd.",Knit,5,850,380,320000,"Shirts ,Jackets ,Pants","1364, Askarabad, DT Road, Chittagong","1364, Askarabad, DT Road",Chittagong,1998,Clean
"Millenium Dresses Ltd.",Woven,5,300,150,60000,"Shirts ,Pants ,Jackets ,Shorts","Ka-63/1, Kuril Chowrasta, Dhaka, Badda",Dhaka,Badda,2001,Clean
"Millennium Apparels Ltd.",Woven,5,600,215,60000,"Jackets ,Overalls ,Pants","Masimpur Cooperative Market Society, Plot # 37 (4-7th Fl), Block - B, Gazipur, Tongi",Gazipur,Tongi,2001,Clean
"Millennium Spinning & Knitting Fac. Ltd.",Sweater,5,3350,3132,400000,Sweaters,"Plot # 25-30, 43-48, Sector # 8, Chittagong, CEPZ",Chittagong,CEPZ,2008,Clean
"Millennium Sweater Ltd.",Sweater,5,1008,530,76320,"Sweaters ,Pullovers ,Cardigans","Aukpara, Ashulia, Dhaka, Savar",Dhaka,Savar,2000,Clean
"Millennium Textiles (Southern) Ltd.",Woven,5,1100,320,250000,"Shirts ,Blouses","Bara Rangamatia, Ashulia, Dhaka, Savar",Dhaka,Savar,2002,Clean
"Milliner Garments Ltd.",Woven,5,450,300,250000,"Shirts ,Pants ,T-Shirts","1343, East Shewrapara, Kafrul, Dhaka, B. Baria",Dhaka,"B. Baria",1985,Clean
"Mim Design Ltd.",Sweater,5,3200,2335,474000,"Sweaters ,Pullovers ,Cardigans","Basan Sarak Bazar, Gazipur, Vogra",Gazipur,Vogra,2007,Clean
"Mim Fashion",Woven,1,1,93,95000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Plot # 5/1, 5/2,Kazipuri, Gudaragat, Mirpur, Dhaka, Dhaka",Dhaka,Dhaka,2023,Clean
"Mim Stitch Apparels Ltd.",Woven,1,2,200,0,,"68/X, Fauzdarhat, H/I Area, Pahartoli, Chittagong, Chittagong",Chittagong,Chittagong,2022,Anomaly
"Mim Sweaters Ltd.",Sweater,5,1500,1150,18450,"Sweaters ,Pullover ,Cardigans ,Vest","Basan Sarak Bazar, Gazipur, Vogra",Gazipur,Vogra,2000,Clean
"Mimtex Fashion (Pvt) Ltd.",Knit,5,300,135,300000,"T-Shirts ,Polo Shirts ,Trousers ,Sweat Shirts","S-45, BSCIC Inds. Estate, Gazipur, Konabari",Gazipur,Konabari,2000,Clean
"Minar Textiles (Garments Div.)",Knit,5,200,100,150000,"T-Shirts/Polo Shirts ,Tank Top","70 Nayamati Road, Narayanganj","70 Nayamati Road,",Narayanganj,1988,Clean
"Minimax Ltd.",Woven,5,500,230,70000,"Windbreakers ,Trousers ,Bermuda Shorts ,Jackets","Plot # 33, 35, 37 & 39, National University, Gazipur, Gacha",Gazipur,Gacha,1994,Clean
"Mint Apparel Ltd.",Knit,5,800,285,200000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Jharna Complex,, Soydana-Sharifpur, Gazipur, Board Bazar",Gazipur,"Board Bazar",2014,Clean
"Mir Fashionwear Ltd.",Knit,5,105,85,360000,"Briefs ,Panties ,T-Shirts","304, Sk. Mujib Road, Chittagong","304, Sk. Mujib Road,",Chittagong,1997,Clean
"Mirabella Dresses Ltd.",Knit,5,710,184,3000000,"Kids Wears ,T-shirts ,Polo Shirts ,Fashion Wears","Plot # M/2-1, Road # 7, Section # 7, Mirpur Ind. Area, Dhaka, Mirpur",Dhaka,Mirpur,1993,Clean
"Mirage Wears (Pvt) Ltd.",Knit,5,400,200,60000,"Jackets ,Boxers ,T-Shirts ,Long Pants","4/1, Sholak Bahar, Abdul Hamid Road, Chittagong, Panchlaish",Chittagong,Panchalaish,1998,Clean
"Miras Fashion Ltd.",Sweater,5,300,200,60000,Sweaters,"Padakhan Road, Beparipara, North Chandgaon, Chittagong, Chandgaon",Chittagong,Chandgaon,2004,Clean
"Mirpur Fashion Ltd.",Woven,5,220,182,100000,"Shirts ,Jackets ,Pants","Tamanna Complex (5th Floor), CB-288, Kachukhet, Dhaka, Cantonment",Dhaka,Cantonment,2011,Clean
"Mirza Apparels Ltd.",Knit,5,128,80,95000,"T-Shirts ,Polo Shirts","262, Satarkul Road, Uttar Badda, Dhaka, Uttara",Dhaka,Uttara,2011,Clean
